InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,CustomerID
544476,22067,2,2011-02-21 09:58:00,1.65,14796.0
542881,22521,1,2011-02-01 12:54:00,0.85,14587.0
570646,23274,12,2011-10-11 12:49:00,1.65,12824.0
569866,23192,2,2011-10-06 14:50:00,1.65,12757.0
541678,22726,1,2011-01-20 14:13:00,3.75,17771.0
572681,23581,10,2011-10-25 13:51:00,2.08,13510.0
580403,23556,1,2011-12-04 11:56:00,12.5,17858.0
579741,85034C,1,2011-11-30 14:33:00,1.25,16910.0
543273,21121,5,2011-02-06 11:29:00,1.25,16456.0
551963,21244,8,2011-05-05 12:52:00,1.69,13266.0
C544901,22358,-4,2011-02-24 13:02:00,2.95,15078.0
560209,22532,2,2011-07-15 14:05:00,0.42,15004.0
538508,22536,4,2010-12-12 13:32:00,0.42,15998.0
539261,22540,24,2010-12-16 14:34:00,0.42,15620.0
580374,23411,6,2011-12-02 17:12:00,4.95,17584.0
554933,22137,2,2011-05-27 13:26:00,2.95,13232.0
C543445,22231,-12,2011-02-08 11:45:00,1.45,12662.0
574069,22555,12,2011-11-02 14:52:00,1.65,17735.0
565156,23199,10,2011-09-01 15:04:00,2.08,13045.0
572447,21906,1,2011-10-24 12:25:00,6.75,17811.0
565447,22961,12,2011-09-04 15:20:00,1.45,14107.0
553404,21755,6,2011-05-17 08:34:00,5.95,14952.0
550823,22367,50,2011-04-21 09:36:00,1.65,16133.0
574910,23077,20,2011-11-07 15:44:00,1.25,16348.0
578548,84347,1,2011-11-24 15:02:00,2.55,17345.0
542085,22988,12,2011-01-25 12:33:00,1.25,14534.0
563194,82486,4,2011-08-12 16:36:00,8.95,17858.0
543382,21068,6,2011-02-07 16:21:00,1.25,14030.0
560256,23243,2,2011-07-17 13:24:00,4.95,14462.0
539262,10135,20,2010-12-16 14:35:00,0.42,15789.0
579133,23490,2,2011-11-28 12:36:00,3.75,17852.0
567482,22083,2,2011-09-20 13:42:00,2.95,16464.0
556784,23170,12,2011-06-14 13:15:00,1.65,14461.0
545979,85099F,2,2011-03-08 12:30:00,1.95,12748.0
540798,22745,2,2011-01-11 12:11:00,2.1,17365.0
554286,23298,12,2011-05-23 14:16:00,4.95,17686.0
546765,21243,16,2011-03-16 14:37:00,1.69,12437.0
578664,22155,4,2011-11-24 16:59:00,0.42,15910.0
549732,20725,10,2011-04-11 16:47:00,1.65,15615.0
565141,21975,4,2011-09-01 13:40:00,0.55,17841.0
581412,22554,2,2011-12-08 14:38:00,1.65,14415.0
555263,47599A,30,2011-06-01 15:47:00,2.1,15192.0
573032,22720,3,2011-10-27 13:36:00,4.95,18211.0
556917,23242,144,2011-06-15 13:37:00,1.85,12415.0
537751,22822,4,2010-12-08 11:04:00,5.95,17706.0
568709,22508,1,2011-09-28 15:42:00,3.75,15036.0
565091,22680,10,2011-09-01 10:28:00,1.25,16011.0
546111,21447,2,2011-03-09 12:39:00,1.25,14165.0
553909,22090,6,2011-05-19 19:00:00,2.95,12951.0
576070,23351,2,2011-11-13 15:58:00,1.25,13451.0
558355,23243,2,2011-06-28 14:58:00,4.95,13614.0
540768,84991,24,2011-01-11 10:38:00,0.55,17428.0
558705,37479P,4,2011-07-01 12:52:00,0.39,12748.0
563935,21042,1,2011-08-21 16:24:00,5.95,15547.0
580727,22108,8,2011-12-05 17:17:00,3.29,14096.0
574297,23274,12,2011-11-03 15:54:00,1.65,16602.0
553913,85066,4,2011-05-19 19:47:00,12.75,18109.0
562980,22423,2,2011-08-11 11:44:00,12.75,17686.0
568566,21755,2,2011-09-27 17:47:00,6.25,17609.0
546791,21244,8,2011-03-17 10:38:00,1.69,17716.0
555896,23306,13,2011-06-07 16:04:00,1.45,15640.0
C549945,POST,-1,2011-04-13 12:39:00,5.95,18270.0
566930,22386,10,2011-09-15 15:26:00,2.08,15417.0
581166,23290,3,2011-12-07 14:43:00,1.25,15525.0
536845,21479,2,2010-12-02 19:18:00,3.75,17961.0
550665,22740,48,2011-04-20 09:31:00,0.85,12530.0
547860,22266,6,2011-03-27 12:21:00,0.65,17625.0
567206,22366,2,2011-09-19 10:51:00,8.25,13562.0
547895,21916,1,2011-03-28 10:52:00,0.42,18118.0
570036,22716,12,2011-10-07 10:50:00,0.42,16358.0
577019,22865,12,2011-11-17 12:30:00,2.1,14112.0
543978,84992,6,2011-02-14 15:37:00,0.55,12867.0
567104,23166,12,2011-09-16 13:33:00,1.25,15975.0
574721,84581,1,2011-11-06 14:43:00,3.75,17920.0
548011,22352,120,2011-03-29 11:14:00,2.1,14646.0
548188,85053,1,2011-03-29 15:12:00,2.1,13263.0
562046,23129,4,2011-08-02 10:34:00,4.15,12378.0
573773,21175,12,2011-11-01 10:21:00,2.55,13327.0
552555,22855,12,2011-05-10 11:20:00,1.25,18242.0
555116,84596G,16,2011-05-31 15:16:00,0.42,16919.0
577331,21497,25,2011-11-18 14:23:00,0.42,14667.0
563566,22608,36,2011-08-17 14:25:00,0.19,13655.0
557103,84078A,1,2011-06-16 15:49:00,39.95,16852.0
554015,23118,2,2011-05-20 13:14:00,7.5,17644.0
554498,22178,12,2011-05-24 14:39:00,1.25,15314.0
566554,23206,10,2011-09-13 11:39:00,1.65,13136.0
542231,21675,6,2011-01-26 13:40:00,0.85,16714.0
551534,85099B,50,2011-05-01 14:59:00,2.08,14655.0
560248,23156,2,2011-07-17 12:24:00,2.08,16255.0
573572,22839,1,2011-10-31 14:03:00,14.95,14527.0
575756,22112,1,2011-11-11 10:48:00,4.95,18118.0
575622,21402,24,2011-11-10 13:13:00,0.12,16743.0
541216,20724,2,2011-01-14 13:52:00,0.85,15311.0
557410,21042,1,2011-06-20 11:36:00,5.95,14701.0
580658,21790,24,2011-12-05 13:44:00,0.85,17090.0
566291,22617,2,2011-09-11 15:31:00,4.95,12965.0
559164,21094,96,2011-07-06 16:39:00,0.64,16422.0
564436,22505,2,2011-08-25 12:06:00,4.95,17841.0
539859,21187,10,2010-12-22 16:23:00,1.65,17905.0
561605,23041,4,2011-07-28 12:09:00,4.15,13925.0
568513,22961,24,2011-09-27 12:36:00,1.45,13555.0
549238,22585,17,2011-04-07 11:30:00,1.25,14667.0
541991,22915,12,2011-01-25 09:11:00,0.42,12417.0
571205,22114,4,2011-10-14 12:41:00,4.25,15620.0
556732,22674,1,2011-06-14 11:47:00,1.25,15039.0
C574922,23297,-4,2011-11-07 16:39:00,1.65,15502.0
C580832,22621,-1,2011-12-06 11:40:00,1.45,12753.0
568191,21430,1,2011-09-25 14:37:00,3.75,16655.0
575753,23220,5,2011-11-11 10:41:00,0.83,17841.0
558758,84817,12,2011-07-03 12:27:00,2.1,17939.0
544574,22423,1,2011-02-21 13:51:00,12.75,12365.0
573907,23494,3,2011-11-01 15:17:00,5.95,13021.0
578814,22578,4,2011-11-25 13:40:00,0.29,12748.0
553074,22728,2,2011-05-13 11:45:00,3.75,15529.0
570694,22114,4,2011-10-12 08:10:00,4.25,14911.0
551747,84766,24,2011-05-04 11:00:00,1.95,14298.0
574831,23232,25,2011-11-07 11:26:00,0.42,15522.0
567821,23329,5,2011-09-22 12:45:00,1.65,14659.0
568156,22114,2,2011-09-25 12:16:00,4.25,14367.0
574726,23266,12,2011-11-06 14:56:00,1.25,14664.0
546635,22197,26,2011-03-15 12:11:00,0.85,16392.0
538508,22576,6,2010-12-12 13:32:00,0.85,15998.0
538371,21809,3,2010-12-12 11:07:00,1.25,15570.0
580884,23084,1,2011-12-06 12:21:00,2.08,15907.0
578901,23082,1,2011-11-27 11:47:00,3.75,17812.0
565465,22417,24,2011-09-05 09:46:00,0.55,15364.0
577490,22736,1,2011-11-20 12:11:00,1.65,16464.0
540957,21238,4,2011-01-12 13:30:00,0.85,15311.0
536790,82482,6,2010-12-02 15:26:00,2.1,17850.0
C574517,22720,-1,2011-11-04 13:40:00,4.95,17109.0
546690,23054,6,2011-03-16 10:25:00,8.25,16985.0
573269,22382,1,2011-10-28 13:00:00,1.65,16764.0
571273,23328,4,2011-10-16 12:21:00,3.75,13034.0
568381,10080,12,2011-09-27 09:24:00,0.39,14321.0
580286,23213,12,2011-12-02 13:28:00,1.25,17611.0
557595,22992,2,2011-06-21 11:19:00,1.95,15507.0
561397,79321,480,2011-07-27 10:41:00,4.65,16532.0
574480,23490,6,2011-11-04 12:42:00,3.75,15010.0
551192,21715,8,2011-04-27 10:54:00,2.55,16188.0
575911,22574,12,2011-11-11 16:13:00,0.85,17314.0
538593,22710,50,2010-12-13 11:51:00,0.42,16701.0
570829,72817,24,2011-10-12 13:17:00,0.79,16295.0
573116,84946,6,2011-10-27 15:49:00,1.25,14525.0
544074,20828,4,2011-02-15 14:49:00,2.55,14156.0
539446,21231,12,2010-12-17 15:58:00,1.25,12705.0
547918,22457,6,2011-03-28 12:49:00,2.95,15249.0
565732,23203,10,2011-09-06 12:10:00,2.08,17068.0
564050,20723,10,2011-08-22 13:32:00,0.85,17160.0
578085,22178,12,2011-11-22 16:39:00,1.95,13319.0
548533,21231,24,2011-03-31 17:17:00,1.25,13883.0
539725,21819,12,2010-12-21 13:58:00,0.85,17211.0
577855,22530,3,2011-11-22 11:18:00,0.42,15877.0
550941,85131A,10,2011-04-21 15:46:00,1.25,17109.0
575034,22131,3,2011-11-08 11:38:00,1.95,15573.0
560833,22084,1,2011-07-21 12:14:00,2.95,16891.0
580697,22554,1,2011-12-05 16:05:00,1.65,15984.0
578666,22051,25,2011-11-24 17:06:00,0.42,17727.0
562381,20724,20,2011-08-04 15:33:00,0.85,16873.0
573151,22866,3,2011-10-27 20:09:00,2.1,17602.0
552695,22584,12,2011-05-10 15:31:00,2.55,16320.0
573340,23206,3,2011-10-30 11:55:00,1.65,14159.0
568712,22424,1,2011-09-28 15:50:00,12.75,17841.0
573330,22112,2,2011-10-30 11:22:00,4.95,16923.0
574020,35970,12,2011-11-02 12:15:00,1.69,14673.0
568376,15056N,12,2011-09-26 17:20:00,5.95,14031.0
566736,21207,24,2011-09-14 14:19:00,1.65,12726.0
552033,22693,24,2011-05-05 18:36:00,1.25,14776.0
569336,21181,12,2011-10-03 14:05:00,2.1,15088.0
562784,23198,2,2011-08-09 13:22:00,1.45,16791.0
557311,84755,8,2011-06-19 15:36:00,0.65,15700.0
543033,22132,1,2011-02-02 15:48:00,0.85,17841.0
578668,22573,60,2011-11-24 17:11:00,0.85,12971.0
578251,21615,2,2011-11-23 12:45:00,1.25,15993.0
539050,21578,1,2010-12-15 16:21:00,2.25,12577.0
542605,22427,2,2011-01-30 12:42:00,5.95,17796.0
574965,22211,1,2011-11-08 10:44:00,0.83,17964.0
560881,23050,1,2011-07-21 15:45:00,8.25,17965.0
547826,21682,4,2011-03-25 15:08:00,4.95,18078.0
536460,84992,24,2010-12-01 12:22:00,0.55,14849.0
567853,22489,24,2011-09-22 13:31:00,0.42,15484.0
566057,21976,3,2011-09-08 15:16:00,0.55,17997.0
536797,22633,12,2010-12-02 15:49:00,2.1,16770.0
564733,85099B,6,2011-08-28 13:18:00,2.08,17841.0
572885,22676,2,2011-10-26 13:45:00,1.25,15311.0
550921,22423,2,2011-04-21 14:21:00,12.75,14770.0
565141,22679,1,2011-09-01 13:40:00,1.25,17841.0
579173,22796,2,2011-11-28 14:37:00,9.95,17359.0
571845,84347,6,2011-10-19 12:34:00,2.55,16869.0
540348,22938,4,2011-01-06 13:56:00,1.95,12841.0
575959,23490,6,2011-11-13 12:27:00,3.75,14547.0
539676,22390,12,2010-12-21 10:54:00,0.85,12423.0
578068,23569,5,2011-11-22 15:45:00,4.95,14505.0
551650,21870,12,2011-05-03 12:02:00,1.25,13089.0
540179,22845,1,2011-01-05 12:54:00,6.35,16033.0
561066,22631,1,2011-07-24 14:21:00,1.95,16710.0
572921,84946,6,2011-10-26 16:57:00,1.25,15993.0
541631,22383,10,2011-01-20 10:48:00,1.65,12637.0
554557,23298,3,2011-05-25 10:12:00,4.95,15804.0
574292,21430,1,2011-11-03 15:27:00,3.75,16914.0
575969,85099C,3,2011-11-13 12:47:00,2.08,13571.0
549235,21982,12,2011-04-07 11:16:00,0.29,15530.0
544060,84992,12,2011-02-15 13:08:00,0.55,13623.0
578263,85049C,12,2011-11-23 13:27:00,1.25,17422.0
545536,84969,6,2011-03-03 14:12:00,4.25,12417.0
556471,22628,1,2011-06-12 11:47:00,4.95,16466.0
566292,84879,16,2011-09-11 15:35:00,1.69,13381.0
559811,22666,6,2011-07-12 15:22:00,2.95,13269.0
580640,84661B,1,2011-12-05 12:51:00,0.79,16910.0
566079,20840,12,2011-09-09 09:52:00,0.85,17593.0
572677,85035B,1,2011-10-25 13:46:00,1.25,17596.0
572028,23240,6,2011-10-20 11:47:00,4.15,15296.0
575063,22899,2,2011-11-08 12:32:00,2.1,16764.0
549967,82600,48,2011-04-13 14:21:00,1.85,17873.0
544823,22148,24,2011-02-24 09:28:00,1.95,14004.0
556484,21750,3,2011-06-12 13:17:00,2.1,16938.0
563842,22382,10,2011-08-19 13:54:00,1.65,13871.0
566079,20961,20,2011-09-09 09:52:00,1.25,17593.0
557268,22927,1,2011-06-19 11:26:00,5.95,13097.0
560885,85184C,6,2011-07-21 16:20:00,2.95,16188.0
552533,22087,11,2011-05-10 09:41:00,2.95,13767.0
546866,21166,5,2011-03-17 15:47:00,2.08,14462.0
567613,23434,12,2011-09-21 11:49:00,2.08,13908.0
575169,21175,12,2011-11-08 17:21:00,2.55,14367.0
577595,85123A,2,2011-11-20 16:12:00,2.95,16399.0
567183,22315,2,2011-09-18 15:33:00,1.25,14769.0
550618,85184C,6,2011-04-19 13:09:00,2.95,14156.0
538744,21872,6,2010-12-14 11:26:00,1.25,15356.0
572552,85131B,4,2011-10-24 17:07:00,0.83,14096.0
538832,21670,12,2010-12-14 13:03:00,1.25,17158.0
565460,23110,6,2011-09-05 09:24:00,5.75,16843.0
560232,22296,12,2011-07-17 11:08:00,1.65,14810.0
545188,22424,1,2011-02-28 15:19:00,12.75,14056.0
552364,84755,16,2011-05-09 12:25:00,0.65,13004.0
542647,84970S,12,2011-01-31 11:46:00,0.85,18245.0
537130,22427,1,2010-12-05 12:23:00,5.95,17796.0
538307,37495,1,2010-12-10 13:27:00,3.75,14667.0
577038,22722,2,2011-11-17 13:30:00,3.95,14796.0
553057,20726,10,2011-05-13 10:41:00,1.65,16161.0
574075,22739,5,2011-11-02 15:33:00,1.65,16365.0
573545,23444,1,2011-10-31 13:12:00,15.0,16969.0
551056,23076,24,2011-04-26 11:51:00,1.25,16442.0
556058,22386,10,2011-06-08 13:54:00,2.08,13985.0
568696,85130B,24,2011-09-28 14:56:00,0.79,13842.0
544465,85071B,1,2011-02-20 15:06:00,2.95,13168.0
578075,22151,12,2011-11-22 16:11:00,0.42,15039.0
548711,84378,1,2011-04-03 14:24:00,1.25,18116.0
551696,82600,12,2011-05-03 13:39:00,2.1,14110.0
563546,22900,14,2011-08-17 12:24:00,3.25,16729.0
581417,23313,10,2011-12-08 15:01:00,4.95,13013.0
561873,22059,1,2011-07-31 11:48:00,1.49,13316.0
567328,21974,12,2011-09-19 14:43:00,1.45,14356.0
576626,22554,2,2011-11-15 17:26:00,1.65,12890.0
573183,22998,10,2011-10-28 11:33:00,0.42,15028.0
546640,21754,3,2011-03-15 12:56:00,5.95,14092.0
539993,22379,5,2011-01-04 10:00:00,2.1,13313.0
547549,21559,6,2011-03-23 15:40:00,2.55,14794.0
577034,22650,2,2011-11-17 13:16:00,1.45,12847.0
579518,22469,1,2011-11-29 18:05:00,1.65,12748.0
573373,84347,3,2011-10-30 13:37:00,2.55,14684.0
554325,21078,12,2011-05-23 15:38:00,0.85,12621.0
552655,21240,1,2011-05-10 14:22:00,0.85,14587.0
544661,22781,2,2011-02-22 13:59:00,7.65,15303.0
574661,23043,2,2011-11-06 11:56:00,6.25,13447.0
548673,22996,24,2011-04-01 16:18:00,0.42,13767.0
567631,23175,4,2011-09-21 13:33:00,3.25,13350.0
575607,84692,2,2011-11-10 12:37:00,0.83,14096.0
537620,84029E,8,2010-12-07 14:00:00,3.75,13880.0
545685,23000,2,2011-03-06 11:55:00,0.42,14499.0
577742,85161,2,2011-11-21 13:41:00,18.95,13755.0
544074,22078,10,2011-02-15 14:49:00,2.1,14156.0
572061,21125,12,2011-10-20 12:53:00,1.25,12474.0
555343,22352,14,2011-06-02 11:42:00,2.55,15918.0
546774,22411,2,2011-03-16 15:45:00,1.95,14505.0
576648,23201,10,2011-11-16 10:32:00,2.08,14057.0
550899,22956,6,2011-04-21 12:07:00,2.1,13505.0
563614,22739,120,2011-08-18 08:51:00,1.45,12415.0
538708,22623,3,2010-12-14 10:43:00,4.95,16202.0
570273,22274,6,2011-10-10 10:51:00,2.95,13373.0
577483,21484,1,2011-11-20 11:50:00,4.25,14502.0
568224,23355,2,2011-09-26 10:22:00,4.95,17377.0
580358,23570,8,2011-12-02 16:07:00,1.25,17238.0
570249,23504,12,2011-10-10 08:58:00,1.25,17509.0
537144,22437,2,2010-12-05 13:00:00,0.85,15880.0
559542,10133,10,2011-07-10 13:32:00,0.42,17126.0
C561608,22423,-1,2011-07-28 12:19:00,12.75,15827.0
555573,22776,1,2011-06-05 15:46:00,9.95,15349.0
548714,22295,2,2011-04-03 15:07:00,1.65,17337.0
556125,22431,6,2011-06-09 10:20:00,1.95,12947.0
568909,71477,4,2011-09-29 13:38:00,3.95,16818.0
563928,23357,1,2011-08-21 15:17:00,4.95,17059.0
542891,48184,10,2011-02-01 13:26:00,6.75,16705.0
580055,21928,20,2011-12-01 13:12:00,1.79,14298.0
547790,85049D,12,2011-03-25 12:04:00,1.25,12545.0
537130,21218,1,2010-12-05 12:23:00,3.75,17796.0
C566084,23172,-1,2011-09-09 10:11:00,1.65,12621.0
562031,21260,2,2011-08-01 17:37:00,3.25,16984.0
544316,22714,12,2011-02-17 14:49:00,0.42,16556.0
578270,22141,2,2011-11-23 13:39:00,4.13,14096.0
548330,22728,2,2011-03-30 13:26:00,3.75,14810.0
573496,84375,1,2011-10-31 11:59:00,2.1,17841.0
574088,22109,4,2011-11-03 08:56:00,3.75,18044.0
547105,84879,48,2011-03-21 11:20:00,1.69,13854.0
550201,21770,10,2011-04-15 10:25:00,4.95,12769.0
562591,85230G,24,2011-08-07 15:40:00,0.29,12748.0
543300,22147,6,2011-02-07 11:42:00,1.45,13334.0
569843,23334,4,2011-10-06 13:29:00,0.63,14449.0
571732,23414,2,2011-10-19 09:58:00,9.95,16298.0
576062,22722,4,2011-11-13 15:30:00,3.95,12867.0
545759,23230,25,2011-03-07 11:56:00,0.42,16316.0
562102,22907,24,2011-08-02 14:21:00,0.85,13089.0
555340,23283,1,2011-06-02 11:33:00,7.95,13334.0
553572,85099F,10,2011-05-18 09:37:00,2.08,18223.0
541093,22649,8,2011-01-13 13:21:00,4.95,12471.0
570455,22268,2,2011-10-10 15:27:00,0.19,14529.0
566400,23245,4,2011-09-12 13:16:00,4.95,17139.0
564380,21159,24,2011-08-25 10:39:00,0.39,14314.0
575318,23266,12,2011-11-09 13:17:00,1.25,14921.0
571653,72818,108,2011-10-18 12:17:00,0.39,14298.0
558099,23068,4,2011-06-26 13:45:00,2.49,17593.0
C542910,85099B,-1,2011-02-01 15:38:00,1.65,17511.0
581578,22711,25,2011-12-09 12:16:00,0.42,12713.0
562031,85061W,8,2011-08-01 17:37:00,0.85,16984.0
567378,17107D,6,2011-09-20 10:01:00,2.55,14911.0
543009,84985A,4,2011-02-02 13:11:00,1.45,18041.0
540073,21754,18,2011-01-04 14:47:00,5.45,16814.0
555695,23175,4,2011-06-06 14:32:00,3.25,16168.0
551825,22699,2,2011-05-04 12:32:00,2.95,16942.0
552358,21984,24,2011-05-09 12:20:00,0.29,15673.0
581134,22077,2,2011-12-07 13:12:00,1.95,16368.0
545408,22626,2,2011-03-02 12:10:00,8.5,15067.0
544944,22457,12,2011-02-25 10:46:00,2.95,14541.0
556768,23080,4,2011-06-14 12:21:00,8.25,17243.0
540240,22783,4,2011-01-05 15:09:00,7.95,17585.0
541866,22931,6,2011-01-24 09:25:00,2.55,16477.0
537468,22531,24,2010-12-07 10:36:00,0.42,12567.0
574481,22150,1,2011-11-04 12:45:00,1.95,18022.0
574958,23078,24,2011-11-08 10:00:00,1.25,14050.0
544795,22385,1,2011-02-23 13:21:00,1.95,15858.0
569331,22530,24,2011-10-03 13:39:00,0.42,16875.0
580432,22644,36,2011-12-04 12:14:00,0.39,13153.0
547074,22996,24,2011-03-20 14:35:00,0.42,13102.0
576055,20975,24,2011-11-13 15:02:00,0.65,15449.0
580682,21115,8,2011-12-05 15:02:00,1.95,16968.0
572302,22579,2,2011-10-23 14:47:00,0.29,15427.0
571746,22697,6,2011-10-19 10:56:00,2.95,17043.0
563952,22386,8,2011-08-22 10:44:00,2.08,15572.0
566307,23109,12,2011-09-12 09:37:00,2.89,14307.0
546982,22555,1,2011-03-18 12:26:00,1.65,15483.0
568662,22666,1,2011-09-28 12:36:00,2.95,16764.0
578041,21288,3,2011-11-22 14:23:00,2.95,17338.0
542407,21069,12,2011-01-27 16:17:00,1.25,15601.0
538826,21683,6,2010-12-14 12:58:00,2.95,12370.0
550016,22556,12,2011-04-14 10:54:00,1.65,15416.0
548737,21559,6,2011-04-04 11:18:00,2.55,12682.0
577557,22914,1,2011-11-20 15:36:00,4.95,15426.0
573923,79321,2,2011-11-02 09:31:00,5.75,17965.0
570445,22900,1,2011-10-10 14:42:00,3.25,12748.0
564078,84997D,12,2011-08-22 15:43:00,4.15,17083.0
577850,23211,24,2011-11-22 11:04:00,1.25,14911.0
580516,23378,24,2011-12-04 14:15:00,0.39,17954.0
548655,85202,24,2011-04-01 13:47:00,0.42,15605.0
561507,22539,24,2011-07-27 14:21:00,0.42,12397.0
581113,22991,4,2011-12-07 12:19:00,1.95,14534.0
580399,22382,10,2011-12-04 11:45:00,1.65,13471.0
555234,23203,9,2011-06-01 12:54:00,2.08,14515.0
563699,23013,4,2011-08-18 13:47:00,3.95,13381.0
555383,21972,2,2011-06-02 15:13:00,1.45,12517.0
574328,21843,3,2011-11-04 09:05:00,10.95,13081.0
580516,23598,1,2011-12-04 14:15:00,2.95,17954.0
574898,23681,18,2011-11-07 15:07:00,1.65,16242.0
547883,22922,12,2011-03-28 08:40:00,0.85,14755.0
559804,22815,12,2011-07-12 14:17:00,0.42,17405.0
562932,22998,24,2011-08-10 16:39:00,0.42,16904.0
571280,21989,2,2011-10-16 13:08:00,0.85,18122.0
572703,22565,2,2011-10-25 14:35:00,0.85,16110.0
566279,22766,4,2011-09-11 14:09:00,2.95,14432.0
570672,23247,6,2011-10-11 14:52:00,2.89,12536.0
565541,23404,1,2011-09-05 12:00:00,4.95,14159.0
549587,21114,10,2011-04-11 10:01:00,1.25,15737.0
559687,22704,25,2011-07-11 15:28:00,0.42,17966.0
567660,47566,4,2011-09-21 15:02:00,4.95,17731.0
550906,84663A,20,2011-04-21 12:34:00,1.95,14298.0
579067,22086,6,2011-11-28 10:31:00,2.95,14470.0
569383,22371,8,2011-10-03 16:46:00,4.25,15159.0
542526,22720,4,2011-01-28 12:43:00,4.95,14659.0
577773,22261,2,2011-11-21 15:57:00,0.85,16712.0
559133,22710,25,2011-07-06 13:13:00,0.42,17861.0
545512,84970S,12,2011-03-03 12:00:00,0.64,17389.0
556579,90036A,3,2011-06-13 14:16:00,7.95,15069.0
573905,22597,2,2011-11-01 15:06:00,0.29,16971.0
540014,20996,9,2011-01-04 11:34:00,0.42,14606.0
571923,22728,4,2011-10-19 16:24:00,3.75,12685.0
544894,21175,6,2011-02-24 12:09:00,2.55,15805.0
573336,85036C,6,2011-10-30 11:37:00,1.25,17372.0
578022,23369,1,2011-11-22 13:25:00,1.25,17371.0
574170,22607,1,2011-11-03 11:43:00,9.95,16221.0
578233,22645,4,2011-11-23 12:20:00,1.45,14049.0
572237,23382,8,2011-10-21 14:49:00,3.75,15152.0
577782,21494,1,2011-11-21 16:17:00,1.25,16549.0
546625,16161G,25,2011-03-15 11:45:00,0.1,17542.0
558096,23300,1,2011-06-26 13:24:00,1.65,15532.0
569496,23346,12,2011-10-04 13:45:00,1.25,12395.0
543292,22727,5,2011-02-07 11:15:00,3.75,14534.0
577855,22534,1,2011-11-22 11:18:00,0.42,15877.0
575943,84581,1,2011-11-13 11:44:00,3.75,17920.0
581142,22532,4,2011-12-07 13:38:00,0.42,14204.0
536623,21518,12,2010-12-02 10:39:00,0.42,15601.0
555249,22427,1,2011-06-01 14:57:00,5.95,17472.0
552264,21714,6,2011-05-08 11:38:00,1.25,14959.0
553220,84796B,3,2011-05-16 09:57:00,12.75,13319.0
563726,21137,48,2011-08-18 17:02:00,3.39,16582.0
560862,22914,1,2011-07-21 13:48:00,4.95,14085.0
550289,22969,12,2011-04-15 14:32:00,1.45,13880.0
566564,20724,1,2011-09-13 12:26:00,0.85,15522.0
544652,22090,40,2011-02-22 12:53:00,2.55,13694.0
579692,21479,4,2011-11-30 14:05:00,4.25,12433.0
551088,21534,3,2011-04-26 12:31:00,4.95,14640.0
558478,20707,4,2011-06-29 16:07:00,1.25,16775.0
572311,35095B,6,2011-10-23 15:45:00,0.42,14035.0
571671,84596F,8,2011-10-18 13:15:00,0.42,16940.0
568326,22622,2,2011-09-26 14:00:00,11.95,13200.0
571715,23074,8,2011-10-18 17:04:00,2.08,17576.0
576688,22748,6,2011-11-16 12:16:00,2.1,16717.0
573150,22197,5,2011-10-27 20:07:00,0.85,15014.0
551824,21137,4,2011-05-04 12:32:00,3.75,15128.0
574240,23503,4,2011-11-03 12:45:00,1.25,15998.0
573548,23265,3,2011-10-31 13:22:00,1.25,13680.0
570289,21623,2,2011-10-10 11:50:00,9.95,17377.0
578040,82580,25,2011-11-22 14:21:00,0.55,13322.0
565424,22697,6,2011-09-04 12:24:00,2.95,15215.0
539475,21700,1,2010-12-19 14:41:00,0.85,16686.0
578272,22171,2,2011-11-23 13:40:00,8.5,17463.0
568101,84991,24,2011-09-23 15:21:00,0.55,15978.0
567935,22065,12,2011-09-22 18:07:00,1.45,13320.0
565791,85150,48,2011-09-07 09:33:00,2.1,16029.0
543447,22207,4,2011-02-08 12:01:00,4.25,16265.0
572055,23079,1,2011-10-20 12:34:00,8.95,17346.0
536987,20657,1,2010-12-03 14:54:00,1.25,17198.0
566566,22605,1,2011-09-13 12:32:00,24.96,14096.0
560079,22629,12,2011-07-14 16:12:00,1.95,15521.0
576848,23289,4,2011-11-16 15:38:00,1.25,15051.0
574920,22384,10,2011-11-07 16:34:00,1.65,13985.0
578781,22092,1,2011-11-25 11:54:00,0.39,15872.0
559909,22505,4,2011-07-13 14:28:00,4.95,18245.0
557250,22919,1,2011-06-17 15:59:00,0.65,12748.0
544906,21878,24,2011-02-24 14:13:00,0.85,17017.0
552631,21061,24,2011-05-10 12:55:00,0.85,12684.0
549813,22606,1,2011-04-12 12:16:00,15.95,17972.0
540358,22791,72,2011-01-06 15:25:00,1.06,13599.0
549543,22464,1,2011-04-10 11:14:00,1.65,18118.0
581253,23427,1,2011-12-08 11:15:00,12.5,16891.0
541711,22714,72,2011-01-21 11:18:00,0.36,14646.0
573130,23582,10,2011-10-27 16:41:00,2.08,13969.0
C580919,23486,-2,2011-12-06 14:07:00,16.65,16571.0
560086,20762,4,2011-07-14 16:35:00,3.75,15839.0
536406,21730,6,2010-12-01 11:33:00,4.25,17850.0
551414,22437,20,2011-04-28 13:35:00,0.85,15622.0
542898,84375,2,2011-02-01 14:01:00,2.1,16110.0
559549,21559,1,2011-07-10 15:25:00,2.55,13230.0
580914,23191,1,2011-12-06 13:42:00,1.65,14871.0
562913,22433,6,2011-08-10 13:19:00,1.95,17042.0
544637,22285,24,2011-02-22 11:20:00,1.65,16546.0
569486,23321,2,2011-10-04 12:51:00,1.65,15339.0
